Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
12483,Playmobil Knights,4,2009,9,Mindscape,0.04,0.01,0,0
12484,Disney Sports Skateboarding,19,2002,1,Konami Digital Entertainment,0.05,0.01,0,0
12485,DropCast,4,2008,5,THQ,0.06,0,0,0
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,10,2014,9,Namco Bandai Games,0,0,0.06,0
12487,Inversion,5,2012,7,Namco Bandai Games,0.03,0.02,0,0.01
12488,Summon Night 2,4,2008,4,Namco Bandai Games,0,0,0.06,0
12491,Pro Evolution Soccer 2012,7,2011,9,Konami Digital Entertainment,0,0,0.06,0
12492,Terminator 3: The Redemption,14,2004,7,Atari,0.05,0.01,0,0
12493,Alvin and the Chipmunks,1,2007,6,Eidos Interactive,0.05,0,0,0
12494,EverQuest II: Destiny of Velious,15,2011,4,Sony Online Entertainment,0.06,0,0,0
12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,17,2012,9,Namco Bandai Games,0,0,0.06,0
12496,Neon Genesis Evangelion,12,1999,11,Namco Bandai Games,0,0,0.06,0
12497,Serious Sam II,14,2005,7,Take-Two Interactive,0.05,0.01,0,0
12498,Remember Me,15,2013,9,Capcom,0,0.05,0,0.01
12499,ICO,6,2011,9,Sony Computer Entertainment,0,0,0.06,0
12500,Flipnic: Ultimate Pinball,7,2003,6,Ubisoft,0.03,0.02,0,0.01
12501,Eigo de Tabisuru: Little Charo,4,2011,6,Nintendo,0,0,0.06,0
12502,NBA Hangtime,13,1996,1,Midway Games,0.03,0.02,0,0
12503,Cabela's Big Game Hunter (2008),5,2007,1,Activision Value,0.06,0,0,0
12504,My Fitness Coach: Club,1,2011,1,Ubisoft,0,0.05,0,0.01
12505,D.C. II P.S.: Da Capo II Plus Situation,7,2008,11,Kadokawa Shoten,0,0,0.06,0
12506,Top Gear Hyper-Bike,12,1999,3,Kemco,0.05,0.01,0,0
12507,Brunswick Circuit Pro Bowling,12,1999,1,THQ,0.05,0.01,0,0
12508,Olympic Hockey 98,12,1998,1,GT Interactive,0.05,0.01,0,0
12509,CyberTiger,12,2000,1,Electronic Arts,0.05,0.01,0,0
12510,Penny Racers,12,1998,3,THQ,0.05,0.01,0,0
12511,S.C.A.R.S,12,1998,3,Ubisoft,0.05,0.01,0,0
12512,Virtual Chess 64,12,1998,6,Titus,0.05,0.01,0,0
12513,Marvel Super Heroes,24,1997,10,Capcom,0,0,0.06,0
12514,Mike Piazza's Strike Zone,12,1998,1,GT Interactive,0.05,0.01,0,0
12515,Bust-A-Move '99,12,1998,5,Acclaim Entertainment,0.05,0.01,0,0
12516,Star Soldier: Vanishing Earth,12,1998,7,Hudson Entertainment,0.05,0.01,0,0
12517,Polaris SnoCross,12,2000,3,Vatical Entertainment,0.05,0.01,0,0
12518,Worms Blast,19,2002,5,Ubisoft,0.05,0.01,0,0
12520,The Legend of Heroes VII: The Trail of Blue,23,2014,4,Nihon Falcom Corporation,0,0,0.06,0
12521,BlazBlue: Chrono Phantasma Extend,18,2015,9,PQube,0.05,0.01,0,0.01
12522,Smile PreCure! Let's Go! Marchen World,10,2012,9,Namco Bandai Games,0,0,0.06,0
12523,IHRA Professional Drag Racing 2005,14,2004,3,Bethesda Softworks,0.04,0.01,0,0
12524,Tokyo Xtreme Racer Advance,9,2005,3,Crave Entertainment,0.04,0.02,0,0
12526,Gun Showdown,17,2006,9,Activision,0.05,0.01,0,0.01
12527,Showtime Championship Boxing,4,2007,10,Zoo Digital Publishing,0.06,0,0,0
12528,Syndicate,15,1992,12,Electronic Arts,0,0.05,0,0.01
12529,Digimon All-Star Rumble,5,2014,10,Namco Bandai Games,0.04,0.01,0,0.01
12530,Foster's Home for Imaginary Friends: Imagination Invaders,4,2007,11,Midway Games,0.06,0,0,0
12531,I Love Beauty: Hollywood Makeover,4,2009,6,City Interactive,0.06,0,0,0
12532,Power Pro Success Legends,17,2010,1,Konami Digital Entertainment,0,0,0.06,0
12534,Rock Blast,4,2008,5,UFO Interactive,0.06,0,0,0
12535,Pheasants Forever Wingshooter,1,2010,7,Unknown,0.03,0.02,0,0
12536,Ivy the Kiwi?,1,2010,5,Rising Star Games,0.04,0.02,0,0
12537,Killer Loop,13,1999,3,Crave Entertainment,0.03,0.02,0,0
12538,Cabela's Dangerous Hunts: Ultimate Challenge,17,2006,1,Activision Value,0.06,0,0,0
12539,Xiaolin Showdown,17,2006,9,Konami Digital Entertainment,0.05,0,0,0
12540,Worldwide Soccer,24,1994,1,Sega,0,0,0.06,0
12541,Toriko: Gourmet Battle!,10,2013,4,Namco Bandai Games,0,0,0.06,0
12542,Need for Speed: Shift,15,2009,3,Electronic Arts,0,0.05,0,0.01
12543,Zoo Tycoon: Complete Collection,15,2003,12,Microsoft Game Studios,0.03,0.02,0,0.01
12544,Little League World Series Baseball 2008,4,2008,1,Activision,0.06,0,0,0
12545,Commandos: Strike Force,7,2006,7,Eidos Interactive,0.03,0.02,0,0.01
12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,7,2004,7,Namco Bandai Games,0.03,0.02,0,0.01
12547,Darksiders II,18,2015,9,Nordic Games,0.03,0.02,0,0.01
12548,Rapala Pro Fishing,9,2004,1,Zoo Digital Publishing,0.04,0.02,0,0
12549,Create,15,2010,9,Electronic Arts,0.04,0.01,0,0.01
12550,Guilty Gear X: Advance Edition,9,2002,10,Sammy Corporation,0.04,0.02,0,0
12551,Impossible Mission,17,2007,2,System 3 Arcade Software,0,0.04,0,0.02
12552,Zoo Tycoon 2,15,2004,12,Microsoft Game Studios,0,0.05,0,0.01
12553,Fate/Tiger Colosseum Upper,17,2008,10,Capcom,0,0,0.06,0
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,4,2009,6,Rocket Company,0,0,0.06,0
12555,Rooms: The Main Building,1,2010,11,Hudson Soft,0.06,0,0,0
12556,Theresia...,4,2008,11,Arc System Works,0.06,0,0,0
12557,Pop Cutie! Street Fashion Simulation,4,2008,8,Tecmo Koei,0.06,0,0,0
12558,Top Gun: Hard Lock,5,2012,9,505 Games,0.03,0.02,0,0
12559,JoJo's Bizarre Adventure: All Star Battle,10,2012,10,Take-Two Interactive,0.06,0,0,0
12560,Carol Vorderman's Sudoku,17,2006,5,Xplosiv,0.05,0,0,0.01
12561,Ford Racing 3,9,2005,3,Zoo Digital Publishing,0.04,0.02,0,0
12562,Genkai Tokki: Moero Crystal,23,2015,4,Compile Heart,0,0,0.06,0
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,7,2006,6,Irem Software Engineering,0,0,0.06,0
12564,Disney Planes Fire & Rescue,1,2014,9,Disney Interactive Studios,0,0.05,0,0
12566,Satisfashion,4,2010,6,Destineer,0.06,0,0,0
12567,World Soccer Winning Eleven 9 (US sales),17,2005,1,Konami Digital Entertainment,0.05,0,0,0
12568,Winning Post 4 Maximum,7,2000,1,Tecmo Koei,0,0,0.06,0
12569,Oddworld: Munch's Oddysee,9,2003,2,THQ,0.04,0.02,0,0
12570,Match 3 Madness,4,2010,5,Foreign Media Games,0,0.05,0,0.01
12571,Exhibition Volume 5,14,2004,6,Microsoft Game Studios,0.04,0.01,0,0
12572,Record of Lodoss War: Eiyuu Sensou,25,1994,4,Sega,0,0,0.06,0
12573,DuckTales: Remastered,20,2013,9,Capcom,0.05,0,0,0
12574,LEGO Batman: The Videogame,15,2008,9,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01
12575,Atelier Sophie: The Alchemist of the Mysterious Book,23,2015,4,Tecmo Koei,0,0,0.06,0
12576,Starry ? Sky: In Summer,17,2010,6,Asgard,0,0,0.06,0
12577,Imagine: Resort Owner,4,2010,12,Ubisoft,0.05,0,0,0
12578,Pro Yakyuu Netsu Star 2007,7,2007,1,Namco Bandai Games,0,0,0.06,0
12579,Klonoa Beach Volleyball,13,2002,1,Namco Bandai Games,0.03,0.02,0,0
12580,Melty Blood: Actress Again,7,2009,10,Ecole,0,0,0.06,0
12582,Izuna 2: The Unemployed Ninja Returns,4,2007,4,Success,0.05,0,0,0
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,4,2005,9,Konami Digital Entertainment,0.05,0,0,0
12584,Centipede: Infestation,1,2011,7,Atari,0.06,0,0,0
12585,Mercury Meltdown,17,2006,9,Atari,0.05,0.01,0,0.01
12586,SingStar Mallorca Party,6,2009,6,Sony Computer Entertainment,0,0.04,0,0.02
12587,3D Lemmings,13,1995,5,Psygnosis,0.03,0.02,0,0
12588,Hi Hi Puffy AmiYumi: Kaznapped,9,2005,9,D3Publisher,0.04,0.02,0,0
12589,FIFA Soccer 07,4,2006,1,Electronic Arts,0.05,0.01,0,0
12590,Resident Evil - Code: Veronica X,19,2003,9,Capcom,0.05,0.01,0,0
12591,Broken Sword: The Shadow of the Templars,9,2002,11,BAM! Entertainment,0.04,0.02,0,0
12592,Back to the Future: The Game,1,2011,11,Telltale Games,0.05,0,0,0
12594,Tenchi Muyou! Ryoukouki Gokuraku,24,1995,11,Yumedia,0,0,0.06,0
12595,Kelly Slater's Pro Surfer,19,2002,1,Activision,0.05,0.01,0,0
12596,Jacqueline Wilson's Tracy Beaker: The Game,4,2009,6,P2 Games,0,0.05,0,0
12597,Sacred 3,5,2014,4,Deep Silver,0.03,0.03,0,0.01
12598,I Am In The Movie,17,2012,8,Namco Bandai Games,0,0,0.06,0
12599,Doraemon: Nobita no Uchuu Eiyuuki,10,2015,9,FuRyu,0,0,0.06,0
12600,Trapt,7,2005,9,Tecmo Koei,0.03,0.02,0,0.01
12601,Jewel Legends: Tree of Life,4,2011,5,Rising Star Games,0,0.05,0,0.01
12602,Splat Renegade Paintball,14,2005,1,Take-Two Interactive,0.04,0.01,0,0
12603,Zendoku,4,2007,5,Eidos Interactive,0.05,0,0,0
12604,Metal Max 4: Gekkou no Diva,10,2013,4,Kadokawa Shoten,0,0,0.06,0
12605,Jumper: Griffin's Story,5,2008,9,Eidos Interactive,0.05,0,0,0
12606,Worms 3D,14,2003,12,Sega,0.04,0.01,0,0
12607,pro evolution soccer 2011,15,2010,1,Konami Digital Entertainment,0,0.05,0,0.01
12608,Crazy Chicken: Pharaoh's Treasure,4,2007,5,Phenomedia,0.05,0,0,0
12609,Arcana Heart 3,23,2014,10,Arc System Works,0.03,0,0.02,0.01
12610,Magi: Aratanaru Sekai,10,2014,4,Namco Bandai Games,0,0,0.06,0
12611,PoPoLoCrois,17,2005,4,Ignition Entertainment,0.05,0,0,0
12612,Mahouka Koukou no Rettousei: Out of Order,23,2014,11,Namco Bandai Games,0,0,0.06,0
12613,Dragon Rage,7,2001,7,29,0.03,0.02,0,0.01
12614,Lord of Magna: Maiden Heaven,10,2014,4,Marvelous Entertainment,0,0,0.06,0
12615,Dig Dug: Digging Strike,4,2005,5,Atari,0.05,0,0,0
12616,Dance Sensation!,1,2010,6,Majesco Entertainment,0.06,0,0,0
12617,Brave: A Warrior's Tale,1,2009,9,SouthPeak Games,0.05,0,0,0
12619,Raw Danger! (JP sales),7,2006,9,505 Games,0,0,0.06,0
12620,Archer Maclean Presents: Pool Paradise,7,2004,1,Ignition Entertainment,0.03,0.02,0,0.01
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,4,2006,6,Nintendo,0,0,0.06,0
12622,Winx Club: Mission Enchantix,4,2008,11,Konami Digital Entertainment,0.03,0.02,0,0
12623,Petz Bunnyz Bunch,4,2011,8,Ubisoft,0.05,0,0,0
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,15,2007,7,THQ,0.01,0.04,0,0.01
12625,Backyard Skateboarding 2006,9,2004,1,Atari,0.04,0.02,0,0
12626,Tron 2.0: Killer App,14,2004,9,Disney Interactive Studios,0.04,0.01,0,0
12627,Steins;Gate: Hiyoku Renri no Darling,17,2012,9,5pb,0,0,0.06,0
12629,Gegege no Kitarou: Youkai Daigekisen,4,2008,9,Namco Bandai Games,0,0,0.06,0
12630,Emblem of Gundam,4,2008,12,Namco Bandai Games,0,0,0.06,0
12631,The Fast and the Furious,7,2006,3,Namco Bandai Games,0.03,0.02,0,0.01
12632,Gem Smashers,1,2011,2,Crave Entertainment,0.05,0,0,0
12634,G-Police: Weapons of Justice,13,1999,9,Psygnosis,0.03,0.02,0,0
12635,Killing Zone,13,1996,10,Acclaim Entertainment,0.03,0.02,0,0
12636,All Kamen Rider: Rider Generation 2,17,2012,9,Namco Bandai Games,0,0,0.06,0
12637,Policenauts,29,1995,11,Konami Digital Entertainment,0,0,0.06,0
12638,Adventures of Lolo,2,1989,5,HAL Laboratory,0.06,0,0,0
12639,Quiz! Hexagon II,4,2010,6,Namco Bandai Games,0,0,0.06,0
12640,Game of Thrones (Telltale),6,2015,11,Telltale Games,0.02,0.03,0,0.01
12641,Call of Duty: The War Collection,5,2010,7,Activision,0.05,0,0,0
12642,Warriors Orochi 2,5,2008,9,Tecmo Koei,0.04,0,0.01,0
12643,The History Channel: Battle for the Pacific,5,2007,7,Activision,0.05,0,0,0
12644,Racing Gears Advance,9,2004,3,Zoo Digital Publishing,0.04,0.02,0,0
12645,Jewel Master: Cradle of Persia,4,2012,5,Rising Star Games,0,0.05,0,0.01
12647,Syphon Filter: Logan's Shadow,7,2010,7,Sony Computer Entertainment,0.03,0.02,0,0.01
12648,NTRA Breeders' Cup World Thoroughbred Championships,14,2005,8,Bethesda Softworks,0.04,0.01,0,0
12649,Tiger Woods PGA Tour 08,4,2007,1,Electronic Arts,0.05,0,0,0
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,7,2008,6,Paon,0,0,0.06,0
12651,Tanjou S Debut,24,1996,8,NEC Interchannel,0,0,0.06,0
12652,Nendoroid Generation,17,2012,4,Namco Bandai Games,0,0,0.06,0
12653,Brave: A Warrior's Tale,5,2009,9,SouthPeak Games,0.05,0.01,0,0
12654,Pop'n TwinBee: Rainbow Bell Adventure,8,1993,2,Konami Digital Entertainment,0,0,0.06,0
12655,Honeycomb Beat,4,2006,5,Konami Digital Entertainment,0.05,0,0,0
12656,Broken Helix,13,1997,9,Konami Digital Entertainment,0.03,0.02,0,0
12657,The Saboteur,15,2009,9,Electronic Arts,0,0.05,0,0.01
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,4,2010,4,Marvelous Interactive,0,0,0.06,0
12659,Myst III: Exile,14,2002,11,Ubisoft,0.04,0.01,0,0
12660,Warriors: Legends of Troy,5,2011,9,Tecmo Koei,0,0.04,0.01,0.01
12661,Hajime no Ippo Portable: Victorious Spirits,17,2007,10,Grand Prix Games,0,0,0.06,0
12662,Nanostray,4,2005,7,Majesco Entertainment,0.05,0,0,0
12663,CMT Presents: Karaoke Revolution Country,7,2006,6,Konami Digital Entertainment,0.03,0.02,0,0.01
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,4,2007,10,Takara Tomy,0,0,0.06,0
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,4,2008,4,Square Enix,0,0,0.06,0
12666,Vitamin X to Z,17,2011,11,D3Publisher,0,0,0.06,0
12667,Fatal Frame,14,2002,9,Tecmo Koei,0.04,0.01,0,0
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,7,2006,7,Ubisoft,0.03,0.02,0,0.01
12670,Urban Chaos: Riot Response,7,2006,7,Eidos Interactive,0.03,0.02,0,0.01
12671,Generation of Chaos,17,2005,4,Midas Interactive Entertainment,0.05,0,0,0
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,3,1991,9,Konami Digital Entertainment,0,0,0.06,0
12673,Gormiti: The Lords of Nature!,4,2010,11,Konami Digital Entertainment,0.05,0,0,0
12674,The Sims 2: University,15,2005,8,Electronic Arts,0.01,0.04,0,0.01
12675,Pucca Power Up,4,2011,2,Rising Star Games,0.04,0.02,0,0
12676,Resident Evil 2,19,2003,9,Capcom,0.04,0.01,0,0
12677,MLB Power Pros 2008,4,2008,1,Take-Two Interactive,0.05,0,0,0
12678,Real Soccer 2009,4,2008,1,Ubisoft,0.05,0,0,0
12679,World Championship Athletics,1,2009,1,DTP Entertainment,0.04,0.01,0,0
12680,The Amazing Spider-Man 2 (2014),20,2014,9,Activision,0.03,0.02,0,0
12681,Yomawari,23,2015,11,Nippon Ichi Software,0,0,0.06,0
12682,Real Bout Garou Densetsu Special: Dominated Mind,13,1998,10,SNK,0,0,0.05,0
12683,Jumble Madness,4,2009,5,Destineer,0.06,0,0,0
12684,Vampire Rain: Altered Species,6,2008,9,Ignition Entertainment,0.05,0,0,0
12686,Harry Potter and the Sorcerer's Stone,15,2001,9,Electronic Arts,0.01,0.04,0,0.01
12687,Minna no Sukkiri,17,2009,1,Sony Computer Entertainment,0,0,0.06,0
12688,Scurge: Hive,4,2006,9,SouthPeak Games,0.05,0,0,0
12689,Catwoman,14,2004,9,Electronic Arts,0.04,0.01,0,0
12690,Murdered: Soul Suspect,15,2014,9,Square Enix,0,0.05,0,0.01
12691,Romance of the Three Kingdoms 13,11,2015,9,Tecmo Koei,0.01,0,0.05,0
12692,Noddy in Toyland,4,2011,6,GSP,0,0.05,0,0.01
12693,Aquarium by DS,4,2008,8,Mercury Games,0.05,0,0,0
12694,Utawarerumono: Itsuwari no Kamen,11,2015,11,Aqua Plus,0,0,0.06,0
12695,Ride to Hell,5,2013,3,Deep Silver,0.04,0.01,0,0
12696,Burning Rangers,24,1998,2,Sega,0,0,0.06,0
12697,Mana Khemia: Alchemists of Al-Revis,7,2007,4,Nippon Ichi Software,0.03,0.02,0,0.01
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,4,2010,9,Takara Tomy,0,0,0.06,0
12699,Interplay Sports Baseball 2000,13,1999,1,Interplay,0.03,0.02,0,0
12700,Zone of the Enders: The Fist of Mars,9,2001,4,Konami Digital Entertainment,0.04,0.02,0,0
12701,Animorphs: Shattered Reality,13,2000,9,Infogrames,0.03,0.02,0,0
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,8,1992,10,Konami Digital Entertainment,0,0,0.06,0
12703,Eikan wa Kimini 2002: Koshien no Kodou,7,2002,1,DigiCube,0,0,0.06,0
12704,PopStar Guitar,1,2008,6,Midway Games,0.03,0.03,0,0.01
12705,Mirror's Edge,15,2009,2,Electronic Arts,0,0.05,0,0.01
12706,Blade Dancer: Lineage of Light,17,2006,4,Atari,0.05,0,0,0
12707,Terminator 3: Rise of the Machines,9,2003,9,Atari,0.04,0.02,0,0
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,17,2006,6,Sega,0,0,0.06,0
12709,Mayhem 3D,6,2011,3,Evolved Games,0.05,0,0,0.01
12710,G1 Jockey 2,7,2000,1,Tecmo Koei,0,0,0.06,0
12712,Constantine,14,2005,9,SCi,0.04,0.01,0,0
12713,Chaos Rings III,23,2014,4,Square Enix,0,0,0.06,0
12714,Tom Clancy's Splinter Cell: Double Agent,19,2006,9,Ubisoft,0.04,0.01,0,0
12715,Senritsu no Stratus,17,2011,4,Konami Digital Entertainment,0,0,0.06,0
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,4,2009,10,Takara Tomy,0,0,0.06,0
12717,Rhapsody: A Musical Adventure,4,2008,4,Nippon Ichi Software,0.05,0,0,0
12718,Titan Quest,15,2006,4,THQ,0.01,0.04,0,0.01
12719,Wantame Fortune Channel,4,2007,6,Capcom,0,0,0.06,0
12720,Evangelion: Jo,17,2009,9,Namco Bandai Games,0,0,0.06,0
12721,Bleach: Blade Battlers 2nd,7,2007,10,Sony Computer Entertainment,0,0,0.06,0
12722,Samurai Jack: The Shadow of Aku,7,2004,9,Sega,0.03,0.02,0,0.01
12723,Kamen Rider Kabuto,7,2006,9,Namco Bandai Games,0,0,0.06,0
12724,Men in Black The Series: Crashdown,13,2001,7,Infogrames,0.03,0.02,0,0
12725,Zero Divide,13,1995,10,Ocean,0.03,0.02,0,0
12726,FIFA Street,19,2005,1,Electronic Arts,0.04,0.01,0,0
12727,Tsugunai: Atonement,7,2001,4,Sony Computer Entertainment,0.02,0.01,0.02,0
12728,Rugby World Cup 2015,11,2015,1,Ubisoft,0,0.05,0,0.01
12729,Lost Kingdoms II,19,2003,4,Activision,0.04,0.01,0,0
12730,Aggressive Inline,19,2002,1,Acclaim Entertainment,0.04,0.01,0,0
12731,Nights of Azure,11,2015,9,Tecmo Koei,0.03,0.02,0,0.01
12732,Dungeon Keeper 2,15,1999,9,Electronic Arts,0,0.05,0,0.01
12733,Viewtiful Joe: Red Hot Rumble,19,2005,9,Capcom,0.04,0.01,0,0
12734,The Lord of the Rings: The Battle for Middle-Earth II,5,2006,12,Electronic Arts,0,0.05,0,0.01
12735,Kaite Shabette Hajimeyou! Monster Farm DS,4,2007,4,Tecmo Koei,0,0,0.06,0
12736,Dungeon Explorer: Warriors of Ancient Arts,4,2007,4,Rising Star Games,0.05,0,0,0
12737,Pro Yaky? Spirits 2012,23,2012,1,Konami Digital Entertainment,0,0,0.06,0
12738,Samurai Warriors 4: Empires,6,2015,9,Tecmo Koei,0,0,0.06,0
12739,Point Blank DS (US sales),4,2006,7,Atari,0.05,0,0,0
12740,FIFA Soccer 06,4,2005,1,Electronic Arts,0.05,0,0,0
12741,SD Gundam G Generation Wars,1,2009,12,Namco Bandai Games,0,0,0.06,0
12742,Broken Sword II: The Smoking Mirror,13,1997,11,Sony Computer Entertainment,0.03,0.02,0,0
12743,Pump It Up: Exceed,7,2005,6,Mastiff,0.03,0.02,0,0.01
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,17,2012,9,Idea Factory,0,0,0.06,0
12745,Wreckless: ThE YaKuza MisSiOns,19,2002,3,Activision,0.04,0.01,0,0
12746,Doki-Doki Universe,23,2013,11,Sony Computer Entertainment,0.01,0.04,0,0.01
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",7,2007,6,D3Publisher,0,0,0.06,0
12748,TOCA Race Driver 2: Ultimate Racing Simulator,7,2004,3,Codemasters,0.03,0.02,0,0.01
12749,Girls RPG: Cinderellife,10,2012,4,Level 5,0,0,0.06,0
12750,Dr. Muto,14,2002,2,Midway Games,0.04,0.01,0,0
12752,Gothic 3,15,2006,4,JoWood Productions,0,0.05,0,0.01
12753,Tokyo Twilight Ghost Hunters,6,2014,4,Aksys Games,0.03,0,0.02,0.01
12754,Scrabble Blast!,9,2005,6,Zoo Digital Publishing,0.04,0.01,0,0
12755,Dino Pets,4,2009,8,Avanquest,0.05,0,0,0
12756,Fate/Stay Night [Réalta Nua],23,2012,11,Kadokawa Shoten,0,0,0.06,0
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,4,2010,11,O-Games,0.02,0.03,0,0.01
12758,Gintama no Sugoroku,17,2013,9,Namco Bandai Games,0,0,0.06,0
12759,Kid Fit Island Resort,1,2010,1,Avanquest,0.05,0,0,0
12760,The Lord of the Rings: Aragorn's Quest,7,2010,9,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01
12761,Roogoo Twisted Towers,1,2009,5,SouthPeak Games,0.05,0,0,0
12762,Doraemon 4: Nobita to Toki no Okoku,8,1995,2,Epoch,0,0,0.06,0
12763,Myst,24,1994,11,Sunsoft,0,0,0.06,0
12764,F1 2010,15,2010,3,Codemasters,0,0.05,0,0.01
12765,Toaru Kagaku no Chou Denjihou,17,2011,11,Kadokawa Shoten,0,0,0.06,0
12766,Starwinder: The Ultimate Space Race,13,1996,3,Mindscape,0.03,0.02,0,0
12767,The Lost Chronicles of Zerzura,15,2012,11,DTP Entertainment,0,0.05,0,0.01
12768,Ski Region Simulator,15,2011,8,Excalibur Publishing,0,0.05,0,0.01
12769,Angelique Trois,7,2000,11,Tecmo Koei,0,0,0.06,0
12770,Dreamer Series: Babysitter,4,2009,8,Deep Silver,0.05,0,0,0
12771,Diva Girls: Divas on Ice,4,2009,1,505 Games,0.05,0,0,0
12772,Dance Dance Revolution: Mario Mix (JP sales),19,2005,8,Nintendo,0,0,0.05,0
12773,A-Train 6,7,2000,12,Midas Interactive Entertainment,0,0,0.06,0
12774,Meitantei Conan: Tantei Ryoku Trainer,4,2007,6,Namco Bandai Games,0,0,0.06,0
12775,MotoGP,9,2002,3,THQ,0.04,0.01,0,0
12776,ESPN International Winter Sports 2002,7,2002,1,Konami Digital Entertainment,0.03,0.02,0,0.01
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",4,2009,1,Konami Digital Entertainment,0,0,0.06,0
12778,KimiKiss (ebKore+),7,2008,11,Enterbrain,0,0,0.06,0
12779,Gold and Glory: The Road to El Dorado,13,2000,11,Ubisoft,0.03,0.02,0,0
12780,NBA Live 07,14,2006,1,Electronic Arts,0.04,0.01,0,0
12781,Choro Q Marine: Q Boat,13,1998,3,Takara,0,0,0.05,0
12782,GunPey,17,2006,5,Atari,0.05,0,0,0.01
12783,BattleBots: Beyond the BattleBox,9,2002,9,Vivendi Games,0.04,0.01,0,0
12784,MX vs. ATV Supercross Encore,11,2015,1,Nordic Games,0,0.05,0,0.01
12785,Yuugen Gaisha Brave Company,10,2011,12,Namco Bandai Games,0,0,0.06,0
12786,Mighty Beanz: Pocket Puzzles,9,2004,5,Majesco Entertainment,0.04,0.01,0,0
12787,Ken to Mahou to Gakuen Mono. 3D,10,2011,4,Acquire,0,0,0.06,0
12788,History Great Empires: Rome,4,2009,12,Black Bean Games,0.05,0,0,0
12789,The King of Fighters '96,27,1996,10,SNK,0,0,0.06,0
12790,Friends: The One with All the Trivia,7,2005,6,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,4,2008,8,Creative Core,0,0,0.06,0
12792,Backyard NFL Football '08,7,2007,1,Atari,0.03,0.02,0,0.01
12793,Coraline,1,2009,9,D3Publisher,0.05,0,0,0
12794,Gunbird,24,1995,7,Atlus,0,0,0.06,0
12795,Imagine: Party Planner,4,2009,8,Ubisoft,0.05,0,0,0
12796,Dream C Club Portable,17,2010,8,D3Publisher,0,0,0.06,0
12797,Tom Clancy's Rainbow Six 3,19,2004,7,Ubisoft,0.04,0.01,0,0
12798,Elemental Gearbolt,13,1997,7,Sony Computer Entertainment,0.03,0.02,0,0
12799,Space Chimps,4,2008,2,Brash Entertainment,0.05,0,0,0
12800,Tony Hawk's Pro Skater 5,6,2015,1,Activision,0.04,0,0,0.01
12801,WWF Wrestlemania: The Arcade Game,13,1995,10,Acclaim Entertainment,0.03,0.02,0,0
12802,Handball 16,11,2015,1,Bigben Interactive,0,0.05,0,0.01
12803,Cabela's Big Game Hunter 2005 Adventures,9,2004,1,Activision,0.04,0.01,0,0
12804,Grand Kingdom,11,2015,4,Nippon Ichi Software,0.02,0,0.03,0
12805,Mega Man 8 Anniversary Collector's Edition,24,1997,2,Capcom,0,0,0.06,0
12806,V-Rally 3,7,2002,3,Atari,0.03,0.02,0,0.01
12807,Nobunaga no Yabou: Souzou,11,2014,12,Tecmo Koei,0,0,0.06,0
12808,Whiplash,14,2003,3,Eidos Interactive,0.04,0.01,0,0
12810,Pro Yakyuu Famista 2011,10,2011,1,Namco Bandai Games,0,0,0.06,0
12811,Impact Racing,13,1996,3,JVC,0.03,0.02,0,0
12812,My Horse & Me: Riding for Gold,1,2008,1,Atari,0.04,0.02,0,0
12813,Sled Shred featuring the Jamaican Bobsled Team,1,2010,1,SouthPeak Games,0.05,0,0,0
